Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeName,EmployeeID,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked
34,No,Travel_Rarely,Research & Development,19,3,Technical Degree,Rhonda Williams,1128,Female,1,Research Director,Divorced,33390,1.0
26,No,Travel_Rarely,Research & Development,2,2,Life Sciences,Steven Scott,1129,Male,2,Research Scientist,Single,20800,0.0
29,No,Travel_Rarely,Research & Development,2,4,Other,Martha Gould,1130,Male,2,Laboratory Technician,Married,20960,0.0
32,No,Non-Travel,Research & Development,3,1,Life Sciences,Monica Miller,1131,Male,3,Manager,Divorced,62090,5.0
31,No,Travel_Frequently,Research & Development,25,5,Technical Degree,Kristin Jones DVM,1132,Female,2,Human Resources,Married,180610,1.0
28,Yes,Travel_Rarely,Sales,7,5,Life Sciences,Devin Smith,1133,Female,2,Sales Representative,Divorced,171230,5.0
38,No,Travel_Rarely,Research & Development,9,2,Technical Degree,Nicholas Pierce,1134,Male,3,Sales Representative,Single,23720,4.0
35,No,Travel_Rarely,Research & Development,5,3,Life Sciences,Greg Griffin,1135,Male,2,Sales Representative,Married,48830,1.0
27,No,Travel_Rarely,Sales,2,3,Life Sciences,John Frank,1136,Female,1,Manager,Single,39040,1.0
32,No,Travel_Rarely,Research & Development,8,1,Medical,Monica Mata,1137,Female,2,Research Scientist,Single,46270,8.0
31,Yes,Travel_Frequently,Research & Development,2,1,Other,Justin Lester,1138,Male,3,Sales Executive,Married,70940,1.0
53,Yes,Travel_Rarely,Research & Development,18,3,Medical,Karen Johnson,1139,Male,1,Research Scientist,Single,34230,6.0
54,No,Travel_Rarely,Research & Development,14,3,Other,Linda Robinson,1140,Male,3,Research Scientist,Married,66740,3.0
33,No,Travel_Frequently,Research & Development,2,4,Medical,Heather Garrett MD,1141,Female,4,Sales Executive,Divorced,168800,1.0
43,No,Travel_Rarely,Research & Development,3,3,Medical,Kari Clark,1142,Male,1,Research Scientist,Married,90940,1.0
38,No,Travel_Frequently,Research & Development,2,5,Medical,William Thompson,1143,Female,4,Sales Executive,Married,84460,0.0
55,No,Travel_Rarely,Sales,9,3,Marketing,Heather Parker,1144,Male,2,Laboratory Technician,Married,119160,4.0
31,No,Travel_Rarely,Sales,6,3,Other,Tiffany Mason,1145,Male,1,Manufacturing Director,Divorced,45340,1.0
39,No,Travel_Rarely,Research & Development,4,3,Life Sciences,Lynn Nichols,1146,Male,2,Sales Executive,Single,98520,0.0
42,No,Non-Travel,Research & Development,10,4,Life Sciences,Kathleen Chavez,1147,Female,2,Research Scientist,Single,61510,1.0
31,No,Non-Travel,Research & Development,14,2,Life Sciences,Tina Jones,1148,Male,2,Healthcare Representative,Married,23020,4.0
54,No,Travel_Rarely,Research & Development,1,3,Medical,David White,1149,Female,2,Human Resources,Single,23620,6.0
24,No,Travel_Rarely,Research & Development,5,4,Other,Brian Anderson,1150,Male,1,Manufacturing Director,Single,178610,1.0
23,No,Travel_Rarely,Research & Development,7,3,Life Sciences,Gregory Sanchez,1151,Male,2,Research Scientist,Single,191870,1.0
40,No,Travel_Frequently,Research & Development,21,3,Medical,Keith Lewis,1152,Female,3,Research Scientist,Married,197170,1.0
40,No,Travel_Rarely,Research & Development,8,1,Medical,Richard Walker,1153,Female,5,Research Scientist,Married,35440,3.0
25,No,Travel_Rarely,Sales,20,5,Medical,Donna Thompson,1154,Female,2,Laboratory Technician,Married,85000,4.0
30,No,Travel_Rarely,Human Resources,20,4,Life Sciences,Anne Smith,1155,Male,2,Research Scientist,Married,46610,1.0
25,No,Travel_Rarely,Research & Development,7,2,Medical,Johnny Brown,1156,Male,5,Sales Executive,Divorced,41030,6.0
47,No,Travel_Rarely,Research & Development,1,4,Life Sciences,John Smith,1157,Male,2,Sales Executive,Single,42490,2.0
33,No,Non-Travel,Research & Development,1,3,Life Sciences,Nancy Gonzalez,1158,Male,2,Research Scientist,Divorced,140260,1.0
38,No,Travel_Rarely,Research & Development,19,3,Life Sciences,Matthew Daniels,1159,Female,2,Sales Executive,Married,68930,0.0
31,No,Travel_Rarely,Research & Development,10,4,Medical,Aaron Mcgrath,1160,Female,3,Sales Executive,Married,61250,0.0
38,No,Travel_Frequently,Research & Development,1,4,Other,Joshua Williams,1161,Male,2,Research Scientist,Married,36690,2.0
42,No,Travel_Rarely,Research & Development,6,3,Medical,Kevin Nelson,1162,Male,2,Laboratory Technician,Divorced,100080,6.0
41,No,Travel_Rarely,Sales,2,2,Medical,Anthony Lee,1163,Male,1,Healthcare Representative,Married,23870,3.0
47,No,Non-Travel,Research & Development,21,2,Medical,Andrea Johnson,1164,Male,1,Sales Executive,Married,46390,0.0
35,No,Travel_Rarely,Research & Development,4,3,Life Sciences,Alicia Harrison,1165,Male,2,Healthcare Representative,Married,78980,7.0
22,No,Travel_Rarely,Human Resources,12,1,Human Resources,Xavier Woods,1166,Male,2,Sales Executive,Single,25340,0.0
35,No,Travel_Rarely,Research & Development,9,3,Medical,Virginia Fisher,1167,Female,2,Sales Executive,Single,131420,1.0
33,No,Travel_Rarely,Sales,3,4,Medical,Lawrence Martinez,1168,Male,3,Healthcare Representative,Married,16110,0.0
32,No,Travel_Rarely,Research & Development,3,2,Technical Degree,Joshua Knox,1169,Male,3,Manufacturing Director,Single,53630,1.0
40,No,Travel_Rarely,Research & Development,1,4,Medical,Bill Wilson,1170,Male,2,Research Director,Married,50710,8.0
32,No,Travel_Rarely,Research & Development,1,2,Medical,Katherine Myers,1171,Male,3,Sales Executive,Married,136950,0.0
39,No,Travel_Rarely,Research & Development,4,4,Life Sciences,Bryan Johnson,1172,Male,1,Sales Executive,Single,134020,7.0
38,No,Travel_Rarely,Sales,20,4,Medical,Darryl Schneider,1173,Female,2,Research Director,Married,20290,3.0
32,No,Travel_Rarely,Research & Development,18,3,Life Sciences,Michaela Guerrero,1174,Male,2,Manager,Married,63770,1.0
37,No,Travel_Rarely,Research & Development,1,3,Life Sciences,Jennifer Wong,1175,Female,4,Sales Executive,Married,54290,1.0
25,No,Travel_Rarely,Research & Development,2,4,Medical,Matthew Cole,1176,Female,2,Manufacturing Director,Divorced,27850,0.0
52,No,Non-Travel,Research & Development,2,4,Other,Bryan Hudson,1177,Male,1,Manager,Divorced,46140,2.0
44,No,Travel_Rarely,Research & Development,8,1,Life Sciences,Shawn Gill,1178,Female,1,Sales Representative,Single,26100,6.0
21,No,Travel_Rarely,Sales,10,5,Medical,Mary Ward,1179,Male,3,Research Scientist,Single,66870,1.0
39,No,Non-Travel,Research & Development,3,4,Life Sciences,Joseph Neal,1180,Female,2,Research Director,Single,47240,2.0
23,Yes,Travel_Frequently,Research & Development,2,4,Life Sciences,Leah Lowe,1181,Female,2,Manufacturing Director,Married,61790,1.0
36,No,Travel_Rarely,Research & Development,24,3,Life Sciences,Jerry Cole,1182,Female,2,Laboratory Technician,Married,61200,0.0
36,No,Travel_Frequently,Research & Development,16,1,Medical,Rita Stevens,1183,Male,2,Sales Executive,Divorced,105960,7.0
56,No,Non-Travel,Research & Development,8,1,Life Sciences,Cassie Henson,1184,Male,1,Sales Executive,Divorced,54670,1.0
29,Yes,Travel_Rarely,Research & Development,9,4,Medical,Logan Vasquez,1185,Male,2,Sales Representative,Married,29960,9.0
42,No,Travel_Rarely,Research & Development,17,1,Life Sciences,Victoria Kelly,1186,Male,3,Research Scientist,Married,99980,5.0
56,Yes,Travel_Rarely,Sales,10,4,Other,Stacey Phillips,1187,Male,2,Sales Executive,Married,40780,8.0
41,No,Travel_Rarely,Research & Development,13,4,Life Sciences,Amanda Gonzalez,1188,Female,1,Healthcare Representative,Married,109200,0.0
34,No,Travel_Rarely,Sales,1,3,Medical,Michael Gibson,1189,Female,1,Laboratory Technician,Married,62320,1.0
36,No,Non-Travel,Sales,1,1,Medical,Ashley Mason,1190,Female,1,Human Resources,Divorced,132470,1.0
41,No,Travel_Rarely,Research & Development,1,5,Medical,Allison Richardson,1191,Male,1,Healthcare Representative,Divorced,40810,2.0
32,No,Travel_Rarely,Sales,9,4,Life Sciences,Nathan Miller,1192,Female,2,Research Scientist,Single,57690,1.0
35,No,Travel_Rarely,Research & Development,16,3,Medical,Olivia Page,1193,Female,2,Healthcare Representative,Single,23940,1.0
38,No,Travel_Rarely,Research & Development,23,3,Medical,Eric Mcknight,1194,Male,3,Sales Representative,Married,39040,1.0
50,Yes,Travel_Frequently,Sales,4,2,Life Sciences,Patricia Lambert,1195,Female,2,Laboratory Technician,Divorced,167990,7.0
36,No,Travel_Rarely,Research & Development,22,4,Life Sciences,Deanna Beck,1196,Male,1,Healthcare Representative,Married,29500,4.0
45,No,Travel_Rarely,Sales,24,3,Life Sciences,Benjamin Turner,1197,Male,1,Laboratory Technician,Single,36290,8.0
40,No,Travel_Rarely,Sales,10,4,Life Sciences,Donna Miller,1198,Male,1,Research Scientist,Single,93620,2.0
35,No,Travel_Frequently,Sales,7,2,Life Sciences,Justin Howard,1199,Male,2,Manufacturing Director,Married,32290,1.0
40,No,Travel_Rarely,Research & Development,17,4,Life Sciences,Matthew King,1200,Male,1,Manager,Married,35780,2.0
35,No,Travel_Rarely,Human Resources,14,1,Life Sciences,Mr. Christopher Brown,1201,Male,2,Research Scientist,Married,79880,1.0
29,No,Travel_Rarely,Research & Development,1,3,Medical,Virginia Morales,1202,Male,3,Sales Executive,Married,42840,4.0
29,No,Travel_Rarely,Research & Development,5,3,Medical,Jeremy Romero,1203,Male,2,Sales Representative,Single,75530,1.0
50,Yes,Travel_Rarely,Research & Development,17,3,Medical,Maurice Garza,1204,Male,1,Research Scientist,Divorced,173280,4.0
39,No,Travel_Rarely,Sales,25,3,Medical,Anita Bauer,1205,Male,2,Sales Executive,Married,197010,0.0
31,No,Non-Travel,Research & Development,8,4,Life Sciences,Dr. Clayton Foster,1206,Female,4,Sales Executive,Single,147320,0.0
26,No,Travel_Rarely,Research & Development,11,4,Medical,Michael Vargas,1207,Male,2,Manager,Single,92780,0.0
36,No,Travel_Frequently,Research & Development,5,1,Technical Degree,Kenneth Lopez,1208,Male,1,Sales Executive,Married,13590,4.0
39,No,Travel_Rarely,Research & Development,2,1,Medical,Regina Tucker,1209,Female,1,Research Scientist,Married,47790,4.0
27,No,Travel_Rarely,Research & Development,8,2,Medical,Jenna Cervantes,1210,Male,1,Laboratory Technician,Married,164220,1.0
49,No,Travel_Frequently,Research & Development,6,1,Medical,Mrs. Nicole White,1211,Male,3,Healthcare Representative,Married,29960,2.0
34,No,Travel_Rarely,Sales,4,3,Medical,Kayla Curry,1212,Female,1,Sales Executive,Married,12610,2.0
41,Yes,Travel_Rarely,Research & Development,7,2,Life Sciences,Robert Becker,1213,Female,1,Research Scientist,Single,20990,8.0
49,No,Travel_Frequently,Sales,1,4,Life Sciences,Brian Dennis,1214,Female,2,Manufacturing Director,Married,58100,1.0
37,Yes,Travel_Rarely,Research & Development,2,3,Life Sciences,Dr. Rebecca Mcdaniel,1215,Male,1,Sales Executive,Single,56470,6.0
33,No,Travel_Frequently,Research & Development,10,2,Medical,Rachel Oliver,1216,Male,2,Research Scientist,Married,34200,1.0
27,No,Travel_Rarely,Sales,5,4,Medical,Jessica Martinez,1217,Female,4,Manufacturing Director,Married,44000,9.0
32,No,Travel_Frequently,Research & Development,9,2,Medical,Dennis Allen,1218,Female,2,Research Scientist,Single,35000,0.0
59,No,Travel_Rarely,Sales,2,2,Marketing,Scott Cordova,1219,Female,5,Sales Representative,Married,20660,4.0
30,No,Travel_Rarely,Research & Development,11,4,Medical,Nicholas Kennedy,1220,Male,2,Laboratory Technician,Divorced,171690,1.0
38,No,Travel_Frequently,Sales,18,4,Life Sciences,Lisa Olson,1221,Male,2,Healthcare Representative,Single,41620,0.0
36,No,Travel_Rarely,Research & Development,7,3,Life Sciences,Jessica Lane,1222,Male,1,Sales Executive,Married,92040,6.0
35,No,Travel_Rarely,Human Resources,3,4,Human Resources,Yvonne Lowery,1223,Male,2,Manager,Married,32940,0.0
29,No,Travel_Rarely,Sales,29,4,Life Sciences,Amanda Edwards,1224,Male,2,Laboratory Technician,Single,21270,0.0
31,No,Travel_Rarely,Research & Development,2,2,Medical,Michael Thompson,1225,Male,2,Laboratory Technician,Divorced,39750,1.0
34,No,Travel_Rarely,Research & Development,28,3,Technical Degree,Christopher Howard,1226,Male,1,Laboratory Technician,Divorced,107930,0.0
28,Yes,Travel_Rarely,Research & Development,1,4,Life Sciences,Richard Morris,1227,Male,5,Research Director,Single,100960,5.0
29,No,Travel_Rarely,Research & Development,16,2,Life Sciences,Max Gordon,1228,Female,4,Laboratory Technician,Divorced,36460,1.0
32,No,Travel_Rarely,Human Resources,22,3,Human Resources,Thomas Mckay,1229,Female,2,Research Director,Divorced,74460,0.0
22,No,Non-Travel,Research & Development,8,3,Life Sciences,Joanna Mason,1230,Female,3,Sales Executive,Divorced,108510,1.0
53,No,Travel_Rarely,Research & Development,11,3,Medical,Mr. Erik Stewart,1231,Male,2,Manager,Married,21090,2.0
38,No,Travel_Rarely,Research & Development,29,3,Life Sciences,Robert Griffin,1232,Female,1,Manufacturing Director,Single,37220,5.0
24,No,Non-Travel,Research & Development,1,5,Life Sciences,David Bailey,1233,Male,3,Research Scientist,Divorced,93800,0.0
36,Yes,Travel_Rarely,Research & Development,1,3,Life Sciences,Jacqueline Robinson,1234,Male,1,Research Director,Single,54860,7.0
34,No,Travel_Rarely,Sales,24,3,Marketing,James Martinez,1235,Male,4,Research Scientist,Single,27420,0.0
21,No,Travel_Rarely,Sales,2,3,Life Sciences,Shane Wall,1236,Male,2,Manufacturing Director,Single,137570,1.0
34,Yes,Travel_Rarely,Sales,15,2,Marketing,James Burns,1237,Female,2,Research Scientist,Single,84630,2.0
53,No,Travel_Rarely,Sales,2,1,Life Sciences,Julie Morgan,1238,Male,5,Human Resources,Divorced,31620,4.0
32,Yes,Travel_Frequently,Research & Development,10,3,Medical,Carmen Wolfe,1239,Female,2,Manufacturing Director,Single,165980,1.0
42,No,Travel_Rarely,Research & Development,10,3,Technical Degree,Michael Crosby,1240,Male,2,Laboratory Technician,Married,66510,0.0
